7 13 8
0.77448    0.78831    0.67810    0.69122    0.80796    0.77343    0.57652    0.68472   
0.75061    0.75845    0.66984    0.68580    0.75389    0.70039    0.54587    0.66104   
0.73690    0.68796    0.57492    0.64047    0.64747    0.58620    0.53700    0.62870   
0.72195    0.49801    0.47232    0.49724    0.52517    0.53676    0.48208    0.51511   
0.70540    0.44115    0.52685    0.51388    0.58044    0.58765    0.50707    0.52637   
0.67262    0.54861    0.55133    0.55163    0.55323    0.51734    0.50572    0.54374   
0.66974    0.55080    0.53244    0.59503    0.56253    0.53622    0.47482    0.54309   
0.66105    0.57994    0.53019    0.53778    0.54482    0.49935    0.47208    0.43982   
0.67323    0.55284    0.53036    0.57346    0.58821    0.51371    0.46872    0.45768   
0.65421    0.59332    0.56754    0.66142    0.64740    0.53790    0.52849    0.55883   
0.75471    0.70130    0.62574    0.76608    0.74178    0.58949    0.59305    0.63026   
0.81028    0.75493    0.77228    0.85138    0.83345    0.63454    0.62998    0.66202   
0.77489    0.81390    0.67861    0.69698    0.81762    0.75375    0.53428    0.68449   
0.80030    0.75939    0.68921    0.68170    0.79719    0.74004    0.51984    0.67052   
0.80168    0.72776    0.64416    0.64185    0.73622    0.64870    0.55133    0.65972   
0.76150    0.71560    0.64636    0.65985    0.65055    0.58760    0.52641    0.59065   
0.72464    0.60013    0.56065    0.57901    0.56888    0.48413    0.47422    0.47163   
0.70203    0.53627    0.51505    0.55757    0.54890    0.46003    0.45478    0.49311   
0.68653    0.53927    0.54509    0.59366    0.56335    0.50897    0.46671    0.52398   
0.64894    0.58377    0.55479    0.56065    0.58695    0.53285    0.49424    0.51863   
0.69706    0.56545    0.53812    0.56301    0.59128    0.54830    0.49902    0.49023   
0.69152    0.59826    0.59811    0.62380    0.64557    0.51926    0.49959    0.50573   
0.67464    0.60615    0.56250    0.62783    0.65371    0.54417    0.52652    0.56326   
0.68083    0.60113    0.59249    0.69261    0.65997    0.54397    0.53346    0.57109   
0.74499    0.71487    0.66177    0.78531    0.73445    0.59364    0.59058    0.64441   
0.75710    0.80609    0.61078    0.57904    0.76883    0.72127    0.50766    0.66746   
0.79236    0.79240    0.60318    0.61945    0.76751    0.67618    0.55559    0.68432   
0.82425    0.75235    0.66800    0.68934    0.67614    0.58255    0.54457    0.63629   
0.76850    0.70839    0.68199    0.71607    0.68639    0.61904    0.53974    0.61100   
0.70353    0.61412    0.59079    0.59948    0.57698    0.54236    0.47004    0.50867   
0.69541    0.57261    0.61731    0.62308    0.61413    0.51885    0.48429    0.51548   
0.57667    0.52422    0.65803    0.68893    0.64842    0.55066    0.51274    0.46118   
0.55450    0.57836    0.61918    0.67553    0.63585    0.53741    0.50056    0.50963   
0.63637    0.57750    0.50692    0.59346    0.63755    0.54215    0.49166    0.46437   
0.67470    0.57507    0.53028    0.58992    0.61593    0.51389    0.49935    0.49103   
0.66956    0.59523    0.57973    0.59208    0.63339    0.52559    0.51101    0.55633   
0.67069    0.59147    0.54813    0.56742    0.62474    0.53106    0.51139    0.56731   
0.64623    0.58571    0.57677    0.58176    0.61855    0.51851    0.51428    0.55652   
0.68458    0.82231    0.62650    0.62497    0.80170    0.71749    0.56388    0.70297   
0.59042    0.77027    0.77430    0.77581    0.67394    0.56988    0.53949    0.62844   
0.72800    0.78045    0.70564    0.67798    0.67942    0.60811    0.50094    0.61323   
0.77133    0.71415    0.74703    0.74901    0.72434    0.59885    0.59462    0.62122   
0.71598    0.60200    0.60350    0.55121    0.64888    0.50629    0.50890    0.52204   
0.72273    0.57563    0.56061    0.54307    0.58967    0.51265    0.47623    0.49584   
0.60871    0.49903    0.50256    0.61060    0.56934    0.51996    0.47678    0.50521   
0.58033    0.50962    0.53996    0.65970    0.59511    0.52077    0.49990    0.44934   
0.75061    0.58858    0.64065    0.64634    0.65865    0.52838    0.50686    0.48345   
0.71482    0.62602    0.61830    0.63464    0.62473    0.52315    0.52301    0.52599   
0.73250    0.63257    0.61704    0.63400    0.68198    0.53802    0.53542    0.53391   
0.73013    0.63592    0.58292    0.64604    0.66554    0.55616    0.51298    0.55462   
0.65680    0.56696    0.47732    0.52558    0.59164    0.53464    0.50696    0.53151   
0.39800    0.77481    0.76352    0.75816    0.65479    0.56647    0.49504    0.60924   
0.34555    0.71288    0.59835    0.56544    0.62482    0.57798    0.44705    0.59275   
0.41516    0.62954    0.83475    0.87640    0.76945    0.66811    0.61380    0.63938   
0.73321    0.68819    0.76989    0.73740    0.80607    0.64004    0.61487    0.58744   
0.71876    0.60393    0.62002    0.58323    0.67138    0.52704    0.50971    0.53301   
0.69758    0.57675    0.55822    0.55654    0.62524    0.50897    0.46497    0.49505   
0.67919    0.52202    0.53802    0.61820    0.61656    0.54054    0.50420    0.44713   
0.63937    0.52710    0.59431    0.68821    0.63728    0.54703    0.50017    0.48915   
0.72016    0.57241    0.58573    0.61684    0.63825    0.49880    0.49158    0.47760   
0.69755    0.55711    0.60495    0.64451    0.64883    0.53718    0.48476    0.49585   
0.52094    0.51863    0.55558    0.56425    0.66555    0.51023    0.46991    0.49323   
0.40645    0.64222    0.61265    0.63352    0.63576    0.51445    0.48855    0.52021   
0.60241    0.60244    0.55051    0.59468    0.60810    0.53025    0.49269    0.47889   
0.33950    0.64550    0.60697    0.52398    0.64129    0.52185    0.45561    0.55303   
0.32057    0.76635    0.67196    0.61836    0.70292    0.54464    0.50887    0.61229   
0.42521    0.78117    0.72341    0.69484    0.67391    0.52813    0.54013    0.63608   
0.76549    0.76192    0.70346    0.66519    0.67273    0.54265    0.52096    0.61710   
0.73917    0.65672    0.63330    0.66527    0.67289    0.57626    0.48917    0.54657   
0.71108    0.61772    0.59415    0.63140    0.61971    0.54560    0.46280    0.46020   
0.69835    0.59560    0.58513    0.66821    0.65735    0.55333    0.48210    0.48309   
0.66351    0.58431    0.54510    0.66566    0.66023    0.53993    0.48391    0.49385   
0.64228    0.59531    0.56568    0.58882    0.61636    0.48880    0.48161    0.47440   
0.65828    0.57609    0.62074    0.64069    0.60630    0.52147    0.50447    0.51535   
0.52727    0.55710    0.57306    0.66114    0.66302    0.54753    0.48644    0.52861   
0.42029    0.58219    0.57650    0.58674    0.56670    0.47192    0.45410    0.48229   
0.54104    0.60929    0.57496    0.60078    0.61920    0.51533    0.49645    0.48141   
0.52871    0.44332    0.68951    0.76062    0.72185    0.58613    0.58694    0.63074   
0.78052    0.44151    0.74678    0.73553    0.76003    0.57277    0.60663    0.61711   
0.92899    0.49085    0.77023    0.69820    0.76895    0.59159    0.58943    0.61053   
0.93106    0.46935    0.74724    0.68581    0.73046    0.56317    0.57434    0.57308   
0.81602    0.49646    0.70355    0.67878    0.66891    0.57210    0.54196    0.52470   
0.71259    0.59353    0.60858    0.62260    0.63128    0.53712    0.49315    0.48786   
0.70439    0.58331    0.52047    0.60589    0.57524    0.50878    0.45893    0.48387   
0.69746    0.56605    0.62177    0.65445    0.62831    0.52252    0.48368    0.50554   
0.68500    0.55790    0.56364    0.58114    0.58819    0.48308    0.48595    0.47992   
0.62283    0.47779    0.53074    0.59081    0.57332    0.48080    0.48708    0.45622   
0.60222    0.55270    0.59607    0.59317    0.62047    0.51768    0.48250    0.49592   
0.62340    0.46801    0.57224    0.57417    0.59702    0.49314    0.47046    0.48007   
0.69803    0.57627    0.55432    0.64456    0.65535    0.52397    0.50014    0.51026   
